,timestamp,high,open,low,close,quantity,amount,date,ma_120,buy
39,1670198400,17424.25,17106.65,16867.0,16966.35,233703.29225,4015334796.60372,2022-12-05,,-1.0
40,1670284800,17107.01,16966.35,16906.37,17088.96,218730.76883,3717926010.34059,2022-12-06,,-1.0
41,1670371200,17142.21,17088.96,16678.83,16836.64,220657.41334,3723206794.30547,2022-12-07,,-1.0
42,1670457600,17299.0,16836.64,16733.49,17224.1,236417.97804,4009427525.03041,2022-12-08,,-1.0
43,1670544000,17360.0,17224.1,17058.21,17128.56,238422.06465,4097973425.69735,2022-12-09,,-1.0
44,1670630400,17227.72,17128.56,17092.0,17127.49,140573.97937,2411933258.8486,2022-12-10,,-1.0
45,1670716800,17270.99,17127.49,17071.0,17085.05,155286.47871,2663686104.08256,2022-12-11,,-1.0
46,1670803200,17241.89,17085.05,16871.85,17209.83,226227.49694,3844787581.48192,2022-12-12,,-1.0
47,1670889600,18000.0,17208.93,17080.14,17774.7,284462.9139,4983896040.379,2022-12-13,,-1.0
48,1670976000,18387.95,17775.82,17660.94,17803.15,266681.22209,4779915721.48446,2022-12-14,,-1.0
49,1671062400,17854.82,17804.01,17275.51,17356.34,223701.96882,3923378677.83375,2022-12-15,,-1.0
50,1671148800,17531.73,17356.96,16527.32,16632.12,253379.04116,4308933187.65654,2022-12-16,,-1.0
51,1671235200,16796.82,16631.5,16579.85,16776.52,144825.66684,2417851422.21313,2022-12-17,,-1.0
52,1671321600,16863.26,16777.54,16663.07,16738.21,112619.31646,1884666030.09924,2022-12-18,,-1.0
53,1671408000,16815.99,16739.0,16256.3,16438.88,179094.28305,2981094033.01381,2022-12-19,,-1.0
54,1671494400,17061.27,16438.88,16397.2,16895.56,248808.92324,4176995653.54571,2022-12-20,,-1.0
55,1671580800,16925.0,16896.15,16723.0,16824.67,156810.96362,2638528723.73604,2022-12-21,,-1.0
56,1671667200,16868.52,16824.68,16559.85,16821.43,176044.27235,2949612072.0493,2022-12-22,,-1.0
57,1671753600,16955.14,16821.9,16731.13,16778.5,161612.00947,2720021933.97893,2022-12-23,,-1.0
58,1671840000,16869.99,16778.52,16776.62,16836.12,100224.29096,1686757294.99263,2022-12-24,,-1.0
59,1671926400,16857.96,16835.73,16721.0,16832.11,125441.07202,2108857873.19167,2022-12-25,,-1.0
60,1672012800,16944.52,16832.11,16791.0,16919.39,124564.00656,2099037538.63179,2022-12-26,,-1.0
61,1672099200,16972.83,16919.39,16592.37,16706.36,173749.58616,2918379509.53141,2022-12-27,,-1.0
62,1672185600,16785.19,16706.06,16465.33,16547.31,193037.56577,3210894236.81239,2022-12-28,,-1.0
63,1672272000,16664.41,16547.32,16488.91,16633.47,160998.47158,2671665748.08162,2022-12-29,,-1.0
64,1672358400,16677.35,16633.47,16333.0,16607.48,164916.31174,2726831056.72503,2022-12-30,,-1.0
65,1672444800,16644.09,16607.48,16470.0,16542.4,114490.42864,1897047504.9189,2022-12-31,,-1.0
66,1672531200,16628.0,16541.77,16499.01,16616.75,96925.41374,1604793789.67721,2023-01-01,,-1.0
67,1672617600,16799.23,16617.17,16548.7,16672.87,121888.57191,2034683215.26788,2023-01-02,,-1.0
68,1672704000,16778.4,16672.78,16605.28,16675.18,159541.53733,2662765916.32567,2023-01-03,,-1.0
69,1672790400,16991.87,16675.65,16652.66,16850.36,220362.18862,3709833209.84536,2023-01-04,,-1.0
70,1672876800,16879.82,16850.36,16753.0,16831.85,163473.56641,2751080253.81773,2023-01-05,,-1.0
71,1672963200,17041.0,16831.85,16679.0,16950.65,207401.28415,3490305009.68812,2023-01-06,,-1.0
72,1673049600,16981.91,16950.31,16908.0,16943.57,104526.5688,1770201710.20897,2023-01-07,,-1.0
73,1673136000,17176.99,16943.83,16911.0,17127.83,135155.89695,2291925699.95855,2023-01-08,,-1.0
74,1673222400,17398.8,17127.83,17104.66,17178.26,266211.52723,4590284350.54617,2023-01-09,,-1.0
75,1673308800,17499.0,17179.04,17146.34,17440.66,221382.42581,3829247653.73111,2023-01-10,,-1.0
76,1673395200,18000.0,17440.64,17315.6,17943.26,262221.60653,4586965947.26355,2023-01-11,,-1.0
77,1673481600,19117.04,17943.26,17892.05,18846.62,454568.32178,8348431207.84601,2023-01-12,,-1.0
78,1673568000,20000.0,18846.62,18714.12,19930.01,368615.87823,7061633461.44473,2023-01-13,,-1.0
79,1673654400,21258.0,19930.01,19888.05,20954.92,393913.74951,8183071567.04619,2023-01-14,,-1.0
80,1673740800,21050.74,20952.76,20551.01,20871.5,178542.22549,3710526606.13896,2023-01-15,,-1.0
81,1673827200,21474.05,20872.99,20611.48,21185.65,293078.08262,6168654053.04264,2023-01-16,,-1.0
82,1673913600,21647.45,21185.65,20841.31,21134.81,275407.74409,5840585769.49009,2023-01-17,,-1.0
83,1674000000,21650.0,21132.29,20407.15,20677.47,350916.01949,7399719195.24673,2023-01-18,,-1.0
84,1674086400,21192.0,20677.47,20659.19,21071.59,251385.84925,5243024330.0112,2023-01-19,,-1.0
85,1674172800,22755.93,21071.59,20861.28,22667.21,338079.13659,7256172889.71053,2023-01-20,,-1.0
86,1674259200,23371.8,22666.0,22422.0,22783.55,346445.48432,7938935168.53201,2023-01-21,,-1.0
87,1674345600,23078.71,22783.35,22292.37,22707.88,253577.75286,5775552321.54412,2023-01-22,,-1.0
88,1674432000,23180.0,22706.02,22500.0,22916.45,293588.37938,6704191295.97568,2023-01-23,,-1.0
89,1674518400,23162.2,22917.81,22462.93,22632.89,293158.78254,6721432962.57384,2023-01-24,,-1.0
90,1674604800,23816.73,22631.94,22300.0,23060.94,346042.83223,7875590359.11584,2023-01-25,,-1.0
91,1674691200,23282.47,23060.42,22850.01,23009.65,288924.43581,6664592468.33793,2023-01-26,,-1.0
92,1674777600,23500.0,23009.65,22534.88,23074.16,280833.86315,6461707755.05392,2023-01-27,,-1.0
93,1674864000,23189.0,23074.16,22878.46,23022.6,148115.71085,3408985411.31659,2023-01-28,,-1.0
94,1674950400,23960.54,23021.4,22967.76,23742.3,295688.79204,6941922954.13641,2023-01-29,,-1.0
95,1675036800,23800.51,23743.37,22500.0,22826.15,302405.90121,7020727239.05965,2023-01-30,,-1.0
96,1675123200,23320.0,22827.38,22714.77,23125.13,264649.34909,6083858924.53848,2023-01-31,,-1.0
97,1675209600,23812.66,23125.13,22760.23,23732.66,310790.42271,7212542002.3251,2023-02-01,,-1.0
98,1675296000,24255.0,23731.41,23363.27,23488.94,364177.20751,8673696845.80511,2023-02-02,,-1.0
99,1675382400,23715.7,23489.33,23204.62,23431.9,332571.02904,7806490899.91418,2023-02-03,,-1.0
100,1675468800,23587.78,23431.9,23253.96,23326.84,166126.47295,3886777607.79605,2023-02-04,,-1.0
101,1675555200,23433.33,23327.66,22743.0,22932.91,209251.33917,4842463016.83393,2023-02-05,,-1.0
102,1675641600,23158.25,22932.91,22628.13,22762.52,265371.6069,6076050768.11704,2023-02-06,,-1.0
103,1675728000,23350.25,22762.52,22745.78,23240.46,308006.72482,7085929136.45685,2023-02-07,,-1.0
104,1675814400,23452.0,23242.42,22665.85,22963.0,280056.30717,6457585647.82066,2023-02-08,,-1.0
105,1675900800,23011.39,22961.85,21688.0,21796.35,402894.6955,9052973327.19716,2023-02-09,,-1.0
106,1675987200,21938.16,21797.83,21451.0,21625.19,338591.94247,7369456394.90665,2023-02-10,,-1.0
107,1676073600,21906.32,21625.19,21599.78,21862.55,177021.58433,3842000897.79758,2023-02-11,,-1.0
108,1676160000,22090.0,21862.02,21630.0,21783.54,204435.65163,4469822441.4372,2023-02-12,,-1.0
109,1676246400,21894.99,21782.37,21351.07,21773.97,295730.76791,6404813758.26963,2023-02-13,,-1.0
110,1676332800,22319.08,21774.63,21532.77,22199.84,361958.40109,7938385476.79208,2023-02-14,,-1.0
111,1676419200,24380.0,22199.84,22047.28,24324.05,375669.16111,8604133693.66317,2023-02-15,,-1.0
112,1676505600,25250.0,24322.87,23505.25,23517.72,450080.68366,11074988148.779,2023-02-16,,-1.0
113,1676592000,25021.11,23517.72,23339.37,24569.97,496813.21376,11968532252.0573,2023-02-17,,-1.0
114,1676678400,24877.0,24568.24,24430.0,24631.95,216917.25213,5339920389.51613,2023-02-18,,-1.0
115,1676764800,25192.0,24632.05,24192.57,24271.76,300395.99542,7408745406.62434,2023-02-19,,-1.0
116,1676851200,25121.23,24272.51,23840.83,24842.2,346938.56997,8561226688.07291,2023-02-20,,-1.0
117,1676937600,25250.0,24843.89,24148.34,24452.16,376000.82868,9280992344.42887,2023-02-21,,-1.0
118,1677024000,24476.05,24450.67,23574.69,24182.21,379425.75365,9101745945.99071,2023-02-22,,-1.0
119,1677110400,24599.59,24182.21,23608.0,23940.2,398400.45437,9596083721.51295,2023-02-23,19326.667,23940.2
120,1677196800,24132.35,23940.2,22841.19,23185.29,343582.57453,8087524100.39044,2023-02-24,19350.751833333336,23185.29
121,1677283200,23219.13,23184.04,22722.0,23157.07,191311.8101,4406286300.27212,2023-02-25,19372.128749999996,23157.07
122,1677369600,23689.99,23157.07,23059.18,23554.85,202323.73623,4716158181.22559,2023-02-26,19395.00525,23554.85
123,1677456000,23897.99,23554.85,23106.77,23492.09,283706.0859,6659785788.32937,2023-02-27,19418.876999999997,23492.09
124,1677542400,23600.0,23492.09,23020.97,23141.57,264140.99894,6172930936.03734,2023-02-28,19440.96725,23141.57
125,1677628800,24000.0,23141.57,23020.03,23628.97,315287.41737,7441571085.49541,2023-03-01,19467.178499999998,23628.97
126,1677715200,23796.93,23629.76,23195.9,23465.32,239315.45219,5603770010.23955,2023-03-02,19494.790833333336,23465.32
127,1677801600,23476.95,23465.32,21971.13,22354.34,319954.19785,7167184765.74365,2023-03-03,19512.678499999998,22354.34
128,1677888000,22410.0,22354.34,22157.08,22346.57,121257.38132,2706422995.68026,2023-03-04,19522.662249999998,22346.57
129,1677974400,22662.09,22346.57,22189.22,22430.24,154841.75786,3473011455.18795,2023-03-05,19532.086166666668,22430.24
130,1678060800,22602.19,22430.24,22258.0,22410.0,203751.82957,4569102169.18569,2023-03-06,19544.623000000003,22410.0
131,1678147200,22557.91,22409.41,21927.0,22197.96,292519.80912,6517594938.24605,2023-03-07,19558.01325,22197.96
132,1678233600,22287.0,22198.56,21580.0,21705.44,301460.57272,6641171704.24242,2023-03-08,19584.331666666665,21705.44
133,1678320000,21834.99,21704.37,20042.72,20362.22,443658.28584,9403028764.70777,2023-03-09,19621.326750000004,20362.22
134,1678406400,20367.78,20362.21,19549.09,20150.69,618456.4671,12344992788.9125,2023-03-10,19642.572916666668,20150.69
135,1678492800,20686.51,20150.69,19765.03,20455.73,427831.82133,8651590672.46852,2023-03-11,19670.78475,20455.73
136,1678579200,22150.0,20455.73,20270.6,21997.11,430944.94288,8982418413.80114,2023-03-12,19713.993333333336,21997.11
137,1678665600,24500.0,21998.05,21813.88,24113.48,687889.31259,15824996078.6056,2023-03-13,19778.856916666668,24113.48
138,1678752000,26386.87,24112.27,23976.42,24670.41,699360.93423,17465307097.8841,2023-03-14,19845.94816666667,24670.41
139,1678838400,25196.97,24670.41,23896.95,24285.66,581450.72984,14291005743.8979,2023-03-15,19907.49058333333,24285.66
140,1678924800,25167.4,24285.66,24123.0,24998.78,439421.32998,10847330151.941,2023-03-16,19976.957416666668,24998.78
141,1679011200,27756.84,24998.78,24890.0,27395.13,624460.68091,16476681071.2434,2023-03-17,20066.1455,27395.13
142,1679097600,27724.85,27395.13,26578.0,26907.49,371238.97174,10135945069.6426,2023-03-18,20151.204166666666,26907.49
143,1679184000,28390.1,26907.49,26827.22,27972.87,372066.99054,10264707987.5942,2023-03-19,20245.13908333333,27972.87
144,1679270400,28472.0,27972.87,27124.47,27717.01,477378.23373,13300424536.5149,2023-03-20,20340.445583333334,27717.01
145,1679356800,28438.55,27717.01,27303.1,28105.47,420929.7422,11760492716.3376,2023-03-21,20443.147083333333,28105.47
146,1679443200,28868.05,28107.81,26601.8,27250.97,224113.41296,6272099822.44962,2023-03-22,20535.014000000003,27250.97
147,1679529600,28750.0,27250.97,27105.0,28295.41,128649.60818,3591123573.11496,2023-03-23,20632.449833333332,28295.41
148,1679616000,28374.3,28295.42,27000.0,27454.47,86242.06544,2403443392.0273,2023-03-24,20722.9125,27454.47
149,1679702400,27787.33,27454.46,27156.09,27462.95,50844.08102,1397227639.21414,2023-03-25,20814.085916666667,27462.95
150,1679788800,28194.4,27462.96,27417.76,27968.05,49671.70353,1380973402.99612,2023-03-26,20909.99825,27968.05
151,1679875200,28023.86,27968.05,26508.14,27124.91,88039.46898,2407130888.0346,2023-03-27,20999.132666666665,27124.91
152,1679961600,27520.0,27124.9,26631.78,27261.07,78602.44341,2124533606.76556,2023-03-28,21091.200666666668,27261.07
153,1680048000,28650.0,27261.06,27240.1,28348.6,89486.16008,2519887866.21116,2023-03-29,21190.417916666665,28348.6
154,1680134400,29184.68,28348.6,27686.0,28028.53,98865.43256,2808471938.64244,2023-03-30,21280.958666666666,28028.53
155,1680220800,28656.69,28028.53,27511.71,28465.36,78198.12139,2203253311.77735,2023-03-31,21376.69191666667,28465.36
156,1680307200,28819.71,28465.36,28220.27,28452.73,30238.44753,860804237.452269,2023-04-01,21471.3585,28452.73
157,1680393600,28530.0,28452.74,27856.43,28171.87,37365.65692,1053600933.06768,2023-04-02,21565.414083333337,28171.87
158,1680480000,28500.99,28171.87,27200.24,27800.0,79180.01405,2214361048.78237,2023-04-03,21654.53325,27800.0
159,1680566400,28444.44,27800.0,27662.79,28165.47,49722.55691,1397141464.87504,2023-04-04,21747.859249999998,28165.47
160,1680652800,28775.0,28165.47,27805.1,28170.01,60737.64732,1721098539.06606,2023-04-05,21840.201333333334,28170.01
161,1680739200,28182.05,28170.01,27711.0,28033.82,40118.94963,1122713087.55618,2023-04-06,21933.511166666667,28033.82
162,1680825600,28100.0,28033.83,27766.94,27906.33,24762.09387,691323748.928641,2023-04-07,22022.52975,27906.33
163,1680912000,28154.99,27906.34,27859.02,27938.38,19479.96735,545324518.686076,2023-04-08,22112.611583333335,27938.38
164,1680998400,28530.0,27938.38,27800.0,28323.76,32531.16101,913915923.695196,2023-04-09,22205.913833333336,28323.76
165,1681084800,29770.0,28323.76,28170.0,29637.34,67754.0622,1955300943.17083,2023-04-10,22310.51625,29637.34
166,1681171200,30550.0,29637.35,29590.0,30200.42,67990.07621,2046078278.08212,2023-04-11,22418.771166666666,30200.42
167,1681257600,30486.0,30200.43,29637.4,29888.07,62049.48451,1863497606.14153,2023-04-12,22519.715916666664,29888.07
168,1681344000,30595.0,29888.07,29854.59,30373.84,51934.11731,1571091101.12997,2023-04-13,22624.471666666668,30373.84
169,1681430400,31000.0,30373.84,29966.0,30466.93,75984.19452,2323267494.38023,2023-04-14,22733.726583333333,30466.93
170,1681516800,30595.6,30466.93,30202.0,30295.09,25429.81247,772211097.614016,2023-04-15,22847.58466666667,30295.09
171,1681603200,30549.99,30295.1,30120.0,30304.65,26431.99322,801322926.152565,2023-04-16,22960.319083333332,30304.65
172,1681689600,30316.06,30304.66,29240.65,29430.27,56441.81127,1675287761.43304,2023-04-17,23066.08625,29430.27
173,1681776000,30485.0,29430.27,29096.78,30380.01,62004.89434,1861001491.9787,2023-04-18,23182.262333333332,30380.01
174,1681862400,30413.53,30380.01,28520.0,28797.1,86575.48656,2541283888.30345,2023-04-19,23281.441833333334,28797.1
175,1681948800,29088.3,28797.1,28010.0,28243.65,76879.09372,2198854031.42475,2023-04-20,23376.6,28243.65
176,1682035200,28374.02,28243.65,27125.0,27262.84,77684.7679,2164667611.93546,2023-04-21,23463.61175,27262.84
177,1682121600,27882.72,27262.84,27140.35,27816.85,36023.69686,989379475.321823,2023-04-22,23555.597999999998,27816.85
178,1682208000,27816.85,27816.85,27311.25,27590.6,34812.09581,959389698.757255,2023-04-23,23645.218666666664,27590.6
179,1682294400,28000.0,27590.59,26942.82,27510.93,53111.56874,1458406515.64042,2023-04-24,23734.208833333334,27510.93
180,1682380800,28399.99,27510.93,27192.0,28300.79,52325.14637,1446329375.24273,2023-04-25,23829.05383333333,28300.79
181,1682467200,30036.0,28300.8,27235.0,28410.0,129114.4254,3716462031.37902,2023-04-26,23926.584166666667,28410.0
182,1682553600,29890.0,28415.29,28378.86,29476.23,95418.51059,2784496742.96487,2023-04-27,24034.325166666666,29476.23
183,1682640000,29599.54,29472.77,28891.0,29323.74,54276.30652,1590042970.89647,2023-04-28,24140.077416666667,29323.74
184,1682726400,29448.88,29311.69,29031.0,29231.13,20463.17437,599360035.51598,2023-04-29,24245.274500000003,29231.13
185,1682812800,29969.39,29230.45,29079.59,29226.06,39751.43101,1172122933.47351,2023-04-30,24350.971666666665,29226.06
186,1682899200,29337.34,29233.2,27666.95,28077.79,64411.96789,1827612224.52536,2023-05-01,24446.48033333333,28077.79
187,1682985600,28879.88,28068.26,27872.0,28669.59,50821.83094,1441656758.29852,2023-05-02,24546.453,28669.59
188,1683072000,29266.66,28669.85,28113.69,29022.14,64612.86965,1845876398.12893,2023-05-03,24649.34433333333,29022.14
189,1683158400,29379.83,29026.16,28663.64,28838.17,42574.99321,1233802241.93418,2023-05-04,24749.24275,28838.17
190,1683244800,29677.0,28838.16,28800.0,29505.89,58412.56585,1709690489.08031,2023-05-05,24854.85975,29505.89
191,1683331200,29820.0,29505.6,28300.0,28848.19,49249.2581,1429517128.59178,2023-05-06,24954.005916666665,28848.19
192,1683417600,29138.29,28848.19,28395.23,28400.01,29975.68741,865050763.411602,2023-05-07,25049.47625,28400.01
193,1683504000,28631.01,28430.09,27262.0,27668.79,68244.30266,1903051058.61242,2023-05-08,25137.317583333333,27668.79
194,1683590400,27818.0,27668.8,27353.0,27631.52,40105.9448,1106720386.17922,2023-05-09,25224.428083333336,27631.52
195,1683676800,28331.42,27628.28,26777.0,27604.26,71109.10902,1969903757.40338,2023-05-10,25309.12475,27604.26
196,1683763200,27630.14,27598.74,26702.05,26980.4,47619.78067,1295380112.98782,2023-05-11,25384.43425,26980.4
197,1683849600,27091.12,26968.61,25811.46,26795.94,67199.56561,1776827868.96982,2023-05-12,25450.678583333334,26795.94
198,1683936000,27045.45,26795.01,26692.03,26772.8,22812.90671,612009372.884089,2023-05-13,25507.701833333336,26772.8
199,1684022400,27200.0,26775.27,26560.53,26917.61,21594.60341,580796309.36388,2023-05-14,25557.390916666664,26917.61
200,1684108800,27663.59,26917.61,26726.0,27188.45,40404.40334,1103935319.83976,2023-05-15,25610.032166666664,27188.45
201,1684195200,27296.89,27162.15,26852.11,27022.39,33234.66638,899306150.258214,2023-05-16,25658.67166666667,27022.39
202,1684281600,27500.0,27033.85,26544.71,27405.62,42958.96558,1159714191.36838,2023-05-17,25710.928416666666,27405.62
203,1684368000,27485.33,27405.62,26361.2,26825.97,49197.3559,1330710821.00781,2023-05-18,25762.16591666667,26825.97
204,1684454400,27183.6,26821.28,26630.0,26880.26,28754.10825,772864026.288846,2023-05-19,25810.5715,26880.26
205,1684540800,27150.0,26880.26,26825.11,27117.86,14403.6597,388388273.52337,2023-05-20,25847.66025,27117.86
206,1684627200,27277.55,27102.42,26666.03,26750.01,21306.80201,574115254.630284,2023-05-21,25880.714083333332,26750.01
207,1684713600,27099.89,26747.78,26538.21,26849.27,26458.28185,709580056.982139,2023-05-22,25915.22566666667,26849.27
208,1684800000,27495.83,26849.28,26798.11,27219.6,38695.47027,1054419658.30853,2023-05-23,25951.08525,27219.6
209,1684886400,27219.61,27219.61,26080.5,26339.94,54353.33348,1441589929.00886,2023-05-24,25981.977333333332,26339.94
210,1684972800,26631.98,26329.0,25871.89,26473.65,37432.41214,984037393.844768,2023-05-25,26010.41658333333,26473.65
211,1685059200,26932.16,26473.8,26327.24,26708.84,35054.83634,932648103.938717,2023-05-26,26041.243166666667,26708.84
212,1685145600,26895.0,26705.93,26551.0,26854.27,15094.31887,403300530.956488,2023-05-27,26072.74408333333,26854.27
213,1685232000,28261.32,26854.28,26764.36,28071.42,43820.39643,1203077985.01632,2023-05-28,26114.817583333337,28071.42
214,1685318400,28447.14,28065.01,27524.6,27742.42,42341.9092,1181471606.43397,2023-05-29,26148.151916666666,27742.42
215,1685404800,28038.59,27736.39,27554.0,27685.02,32648.6593,907598940.079536,2023-05-30,26188.6425,27685.02
216,1685491200,27835.51,27694.39,26839.01,27209.05,46586.47458,1265888749.96931,2023-05-31,26222.675166666668,27209.05
217,1685577600,27350.0,27210.36,26605.05,26810.93,39212.61994,1054993372.35749,2023-06-01,26248.327416666667,26810.93
218,1685664000,27300.0,26817.93,26505.0,27238.39,36368.17925,983510462.936471,2023-06-02,26279.572833333335,27238.39
219,1685750400,27333.29,27242.59,26914.93,27061.5,16565.48124,449780360.459537,2023-06-03,26309.8195,27061.5
220,1685836800,27455.02,27069.22,26951.0,27120.99,19255.19005,523659901.937076,2023-06-04,26341.437416666664,27120.99
221,1685923200,27129.33,27115.2,25388.0,25750.1,65754.90999,1721361500.41736,2023-06-05,26364.914,-1.0
222,1686009600,27355.33,25728.2,25351.02,27227.72,68391.56476,1797607716.89726,2023-06-06,26402.124,27227.72
223,1686096000,27391.77,27230.07,26125.01,26340.0,59614.75513,1589167974.6047,2023-06-07,26427.9535,-1.0
224,1686182400,26810.0,26339.34,26210.0,26498.62,31073.73404,822976555.766034,2023-06-08,26457.417,26498.62
225,1686268800,26783.33,26498.62,26269.91,26477.75,27927.32146,740962590.958177,2023-06-09,26496.428666666667,-1.0
226,1686355200,26533.87,26477.8,25358.0,25842.79,64936.34727,1673581944.95328,2023-06-10,26531.575333333334,-1.0
227,1686441600,26206.88,25841.22,25634.7,25925.55,30013.33658,776086599.678302,2023-06-11,26565.433666666664,-1.0
228,1686528000,26106.48,25925.54,25602.11,25908.17,29896.44886,773198511.400895,2023-06-12,26599.80558333334,-1.0
229,1686614400,26433.21,25905.2,25712.57,25929.99,41052.6358,1068648802.70389,2023-06-13,26634.439083333335,-1.0
230,1686700800,26098.0,25934.24,24820.56,25128.63,45049.32917,1152105107.89727,2023-06-14,26658.845666666668,-1.0
231,1686787200,25759.01,25128.6,24800.0,25598.48,48658.62344,1224277312.25333,2023-06-15,26669.465916666664,-1.0
232,1686873600,26518.0,25598.49,25175.56,26345.0,51595.12954,1335111078.01196,2023-06-16,26693.026583333332,-1.0
233,1686960000,26839.99,26345.01,26181.0,26522.34,27829.18433,738146113.900094,2023-06-17,26709.296333333335,-1.0
234,1687046400,26700.0,26516.99,26255.85,26339.97,21535.47322,570938287.356878,2023-06-18,26723.52983333333,-1.0
235,1687132800,27068.09,26339.98,26256.61,26812.82,35715.40808,949973829.248116,2023-06-19,26744.705333333335,26812.82
236,1687219200,28402.74,26844.35,26652.0,28313.71,69607.46948,1911114315.08782,2023-06-20,26773.634583333333,28313.71
237,1687305600,30800.0,28308.0,28257.99,30059.75,108553.96382,3199122112.47171,2023-06-21,26820.364500000003,30059.75
238,1687392000,30500.0,29993.89,29525.61,29906.57,59021.84295,1774843810.52229,2023-06-22,26868.0675,29906.57
239,1687478400,31431.94,29884.92,29800.0,30673.31,73845.2253,2262418896.42018,2023-06-23,26924.17675,30673.31
240,1687564800,30800.0,30688.51,30250.0,30527.43,30511.77554,933197818.636776,2023-06-24,26985.36125,30527.43
241,1687651200,31046.01,30527.44,30277.49,30461.14,30218.79249,926174829.358159,2023-06-25,27046.2285,30461.14
242,1687737600,30666.0,30462.67,29930.0,30268.01,45169.76459,1367515314.22752,2023-06-26,27102.1715,30268.01
243,1687824000,30994.97,30267.99,30226.17,30682.01,42691.53407,1305957459.66203,2023-06-27,27162.0875,30682.01
