date,high,open,low,close,quantity,amount,ma7,ma20,ma60,ma120,ma453
2020-03-25,6957.96,6744.69,6450.0,6677.43,132155.734989,880250736.907989,6323.337142857143,6537.437,8486.5895,8072.42,7534.280419426048
2020-03-26,6780.0,6677.42,6510.0,6737.36,83026.555211,552537189.479351,6405.478571428571,6417.711,8455.2955,8065.993666666666,7540.995739514349
2020-03-27,6842.59,6737.27,6261.0,6359.11,82914.968354,551326113.855204,6427.014285714286,6291.331,8412.821166666667,8057.157166666667,7546.640772626932
2020-03-28,6360.0,6359.11,6024.0,6236.65,93159.693429,577986706.128936,6434.11,6201.3405,8360.528499999999,8044.631916666667,7552.234039735099
2020-03-29,6266.0,6236.65,5866.56,5881.42,63311.627714,383707122.500963,6443.428571428572,6098.422,8303.526666666667,8030.794666666667,7556.835099337748
2020-03-30,6599.0,5880.5,5857.76,6394.38,118889.549992,747569726.45442,6433.01,6023.6915,8251.546166666667,8022.4904166666665,7562.4329359823405
2020-03-31,6523.23,6394.45,6321.4,6410.44,72337.595259,465780496.622487,6385.255714285714,5947.8935,8202.505333333333,8015.125083333333,7568.268830022075
2020-04-01,6679.94,6412.14,6150.11,6642.92,97500.7524,618527468.834164,6380.325714285714,6038.8105000000005,8156.8105000000005,8009.710166666667,7574.562229580574
2020-04-02,7198.0,6643.36,6551.0,6794.09,149299.906871,1014494762.44164,6388.429999999999,6099.389999999999,8114.520166666666,8006.374916666667,7581.235805739514
2020-04-03,7048.0,6793.86,6602.1,6734.1,104080.276939,710254017.100272,6442.0,6177.6224999999995,8071.8845,8000.917416666666,7587.298719646798
2020-04-04,6990.41,6732.97,6650.01,6856.99,72990.861139,495076283.520904,6530.620000000001,6252.219999999999,8032.884,7995.330083333333,7593.659735099337
2020-04-05,6895.54,6857.41,6677.52,6772.78,49685.356983,337062083.002028,6657.957142857143,6339.709,7985.562999999999,7989.368166666667,7599.879713024283
2020-04-06,7355.14,6772.78,6765.0,7329.9,118052.000832,837357664.651921,6791.602857142857,6440.1855000000005,7944.861333333333,7987.866416666667,7607.304105960265
2020-04-07,7459.69,7329.9,7077.0,7197.32,103585.168918,757201786.697663,6904.0142857142855,6530.540999999999,7901.2545,7986.68875,7615.2763796909485
2020-04-08,7420.0,7197.32,7150.0,7361.28,76059.145838,555122600.275026,7006.637142857143,6590.486500000001,7859.024999999999,7987.831666666667,7623.576534216335
2020-04-09,7371.92,7360.26,7108.08,7283.54,61094.872417,444741085.903759,7076.558571428572,6644.2455,7811.221500000001,7988.4445,7631.745209713024
2020-04-10,7295.75,7283.54,6739.98,6858.92,104674.623375,727281590.77194,7094.389999999999,6677.842499999999,7761.339666666667,7985.618166666667,7639.21123620309
2020-04-11,6944.3,6858.92,6760.0,6876.83,45470.293206,311699573.516674,7097.2242857142855,6730.8745,7705.568833333334,7982.437749999999,7646.387262693157
2020-04-12,7177.0,6876.84,6780.0,6903.79,73868.666501,516235035.186511,7115.9400000000005,6752.6985,7648.524333333333,7981.10225,7653.784017660045
2020-04-13,6903.79,6903.79,6575.0,6837.91,96415.476573,649390681.248503,7045.655714285714,6757.358,7591.995666666668,7978.76325,7660.949735099338
2020-04-14,6978.0,6838.04,6754.28,6868.7,69068.623285,474794776.192111,6998.71,6766.9214999999995,7534.067999999999,7978.571416666667,7668.1296247240625
2020-04-15,6933.0,6868.57,6605.0,6621.24,61571.384994,416947490.615696,6892.99,6761.1155,7479.343333333333,7978.549916666667,7674.810353200884
2020-04-16,7190.0,6621.25,6468.27,7101.94,125009.857539,865277543.394694,6867.047142857142,6798.257,7432.421166666666,7977.0841666666665,7682.396754966888
2020-04-17,7148.12,7101.99,6972.98,7027.55,54126.509763,382334236.169479,6891.137142857143,6837.802000000001,7387.780333333333,7976.06125,7690.097130242825
2020-04-18,7293.08,7026.78,7014.4,7248.6,49488.542819,354845083.776189,6944.2471428571425,6906.161,7339.178499999999,7976.567666666667,7698.31280353201
2020-04-19,7266.15,7248.6,7055.6,7120.74,45664.86393,326485586.931738,6975.239999999999,6942.478999999999,7297.960999999999,7976.467583333333,7706.149028697571
2020-04-20,7220.0,7121.4,6751.0,6826.83,90149.49137,629612368.747689,6973.657142857142,6963.2985,7251.801166666667,7970.845833333334,7713.3764238410595
2020-04-21,6940.0,6828.98,6762.0,6841.37,60109.710808,411800606.081597,6969.752857142857,6973.2210000000005,7204.539833333333,7966.8815,7720.598830022075
2020-04-22,7156.38,6841.36,6818.0,7125.14,61486.377334,431271646.175599,7041.738571428571,6989.773499999998,7162.4445,7965.792916666667,7728.457218543047
2020-04-23,7738.0,7125.12,7020.0,7482.39,102773.569561,756320213.585852,7096.088571428571,7027.188,7121.544333333334,7968.107583333333,7737.104326710816
2020-04-24,7615.96,7483.96,7388.0,7505.0,60182.119939,452118137.794002,7164.295714285714,7059.5885,7085.692166666667,7970.632583333334,7745.833156732891
2020-04-25,7705.0,7505.0,7431.07,7538.67,43874.427726,331292050.771973,7205.734285714286,7097.883,7056.072666666666,7972.998666666666,7754.893907284769
2020-04-26,7700.0,7539.03,7480.0,7693.1,50522.616209,384202783.27471,7287.5,7116.043,7037.870166666666,7976.14,7764.346578366446
2020-04-27,7792.02,7693.1,7606.0,7774.62,65441.339576,504025811.651254,7422.898571428572,7144.908,7020.393666666667,7979.359833333334,7773.875143487859
2020-04-28,7780.0,7773.51,7659.12,7738.98,46302.752638,357391780.930763,7551.128571428571,7163.793,7004.494833333333,7983.468,7783.3781898454745
2020-04-29,8952.89,7738.58,7710.05,8778.57,183546.887514,1536390177.04495,7787.332857142857,7238.544500000001,7008.744166666666,7996.6625,7795.114392935983
2020-04-30,9460.0,8778.58,8401.0,8620.0,206277.214124,1839283907.46252,7949.848571428572,7326.5985,7010.212833333333,8008.4887499999995,7806.406291390729
2020-05-01,9059.18,8620.0,8613.56,8826.96,91468.815059,805640126.63087,8138.7,7424.1050000000005,7008.7415,8023.9991666666665,7818.2580573951445
2020-05-02,9010.0,8825.67,8753.0,8972.05,59002.08755,523838859.544249,8343.468571428572,7527.518000000001,7012.2744999999995,8037.55825,7830.418830022075
2020-05-03,9200.0,8972.58,8712.0,8894.16,90126.065643,808427095.932159,8515.048571428571,7630.330499999999,7014.662666666667,8050.392000000001,7842.389183222958
2020-05-04,8950.0,8894.15,8522.0,8871.96,84418.512331,738343818.693925,8671.81142857143,7730.4935,7011.617333333333,8063.002083333334,7854.456710816778
2020-05-05,9118.58,8871.92,8760.0,9021.83,76480.765342,683083018.877981,8855.075714285715,7850.522999999999,7009.783166666666,8073.534000000001,7866.87046357616
2020-05-06,9395.0,9021.36,8906.21,9142.92,105925.30242,972793508.464907,8907.125714285714,7952.572,7014.053333333332,8081.847666666667,7878.976158940398
2020-05-07,10067.0,9143.4,9021.0,9986.4,147154.611378,1409783462.00636,9102.325714285715,8100.5145,7046.552333333334,8097.9345,7892.9302869757175
2020-05-08,10035.96,9986.3,9705.0,9800.01,100683.7964,997005843.740479,9241.332857142856,8228.085000000001,7077.556,8114.4532500000005,7906.440110375275
2020-05-09,9914.25,9800.02,9520.0,9539.4,81950.679567,795001351.679702,9322.382857142857,8349.018,7105.0628333333325,8125.63975,7919.482825607064
2020-05-10,9574.83,9539.1,8117.0,8722.77,183865.182028,1594996476.97564,9297.89857142857,8443.814999999999,7118.335666666667,8131.496083333333,7930.7219205298015
2020-05-11,9168.0,8722.77,8200.0,8561.52,168807.251832,1468392820.7608,9253.55,8529.8225,7180.618,8134.633916666667,7941.653752759383
2020-05-12,8978.26,8562.04,8528.78,8810.79,86522.780066,760195457.050959,9223.40142857143,8614.105,7234.422833333333,8140.4710000000005,7953.177439293599
2020-05-13,9398.0,8810.99,8792.99,9309.37,92466.274018,839725719.960208,9247.18,8705.454,7303.4214999999995,8144.632333333333,7965.775452538631
2020-05-14,9939.0,9309.35,9256.76,9791.98,129565.37747,1247456797.81367,9219.405714285715,8819.803,7377.203833333334,8152.720416666666,7979.403642384105
2020-05-15,9845.62,9791.97,9150.0,9316.42,115890.761516,1099721375.89191,9150.32142857143,8908.6905,7448.760833333334,8157.6905,7991.873487858719
2020-05-16,9588.0,9315.96,9220.0,9381.27,59587.627862,560547005.025909,9127.73142857143,8993.099,7516.442500000001,8161.590416666667,8003.97651214128
2020-05-17,9888.0,9380.81,9322.1,9680.04,68647.764323,663088800.815278,9264.484285714287,9088.369999999999,7587.939666666667,8167.95775,8016.718785871964
2020-05-18,9950.0,9681.11,9464.23,9733.93,82006.603583,797622297.326168,9431.971428571429,9188.1175,7647.465666666667,8176.559666666667,8029.443267108168
2020-05-19,9897.21,9733.93,9474.0,9775.53,78539.760454,760713946.008546,9569.79142857143,9237.9655,7706.918500000001,8186.002833333333,8042.331169977925
2020-05-20,9842.0,9775.13,9326.0,9511.43,74923.73809,721190802.763403,9598.657142857144,9282.537,7762.326,8192.4645,8054.581567328919
2020-05-21,9578.47,9511.43,8815.0,9068.65,108928.780969,1002046265.94126,9495.324285714287,9294.6215,7816.533666666666,8195.683583333333,8065.51068432671
2020-05-22,9271.0,9067.51,8933.52,9170.0,58943.131024,537847834.496709,9474.407142857144,9304.519,7861.5785,8202.062583333334,8077.489580573951
2020-05-23,9307.85,9170.0,9070.0,9179.15,43526.296966,400407195.628922,9445.532857142856,9318.768500000002,7902.152333333333,8208.2305,8089.302450331125
2020-05-24,9298.0,9179.01,8700.0,8720.34,70379.86645,636787240.373325,9308.432857142858,9311.1875,7936.200833333333,8211.395166666665,8100.143752759383
2020-05-25,8979.66,8718.14,8642.72,8900.35,62833.910949,553545285.914014,9189.35,9305.113500000001,7972.250666666668,8213.773083333332,8111.3629139072855
2020-05-26,9017.67,8900.35,8700.0,8841.18,58299.770138,516455128.890688,9055.871428571429,9290.0265,8013.6185,8213.219833333333,8122.461125827814
2020-05-27,9225.0,8841.0,8811.73,9204.07,68910.355514,624660855.780037,9011.962857142858,9250.91,8063.075500000001,8211.802,8134.339867549669
2020-05-28,9625.47,9204.07,9110.0,9575.89,74110.787662,693930106.181382,9084.425714285713,9239.704,8124.65,8214.088333333333,8147.046181015452
2020-05-29,9605.26,9575.87,9330.0,9427.07,57374.362961,542758086.60647,9121.15,9234.0875,8175.194833333332,8213.3705,8159.4508609271525
2020-05-30,9740.0,9426.6,9331.23,9697.72,55665.27254,530598690.07145,9195.231428571427,9282.835000000001,8229.982833333333,8216.244083333333,8172.657086092715
2020-05-31,9700.0,9697.72,9381.41,9448.27,48333.786403,461272298.85252,9299.221428571429,9327.172499999999,8276.738666666666,8216.774583333334,8184.998233995584
2020-06-01,10380.0,9448.27,9421.67,10200.77,76649.12696,749707596.659357,9484.995714285715,9396.6715,8333.516666666666,8224.018416666668,8198.991456953641
2020-06-02,10228.99,10202.71,9266.0,9518.04,108970.773151,1070060237.13021,9581.69,9407.105,8379.915666666666,8225.900083333334,8211.451501103753
2020-06-03,9690.0,9518.02,9365.21,9666.24,46252.644939,441928818.043016,9647.714285714286,9400.818000000001,8426.7365,8229.81025,8224.258013245033
2020-06-04,9881.63,9666.32,9450.0,9789.06,57456.100969,557234945.646739,9678.167142857143,9424.45,8477.007833333333,8231.285416666668,8237.163134657836
2020-06-05,9854.75,9788.14,9581.0,9621.16,47788.05005,465200788.203634,9705.894285714287,9436.444500000001,8515.1955,8230.028416666666,8249.755496688742
2020-06-06,9735.0,9621.17,9531.05,9666.3,32752.950893,315604867.236149,9701.405714285715,9435.7575,8556.345166666666,8228.799833333333,8262.547306843268
2020-06-07,9802.0,9666.85,9372.46,9746.99,57952.848385,556919603.791545,9744.08,9436.4105,8596.107,8227.565999999999,8275.492693156733
2020-06-08,9800.0,9746.99,9633.0,9782.01,40664.664125,395459395.821337,9684.257142857143,9436.7345,8637.748166666666,8224.484833333332,8288.552317880794
2020-06-09,9877.0,9782.0,9570.0,9772.43,46024.001289,447208895.838698,9720.598571428573,9449.7845,8686.306666666667,8223.823166666667,8301.566247240618
2020-06-10,9992.72,9772.44,9704.18,9885.0,47130.762982,462384305.351199,9751.85,9490.601999999999,8736.442833333333,8221.005833333335,8314.725717439294
2020-06-11,9964.0,9885.22,9113.0,9280.4,94418.98473,902075648.545385,9679.184285714286,9496.122,8776.053000000002,8212.288666666667,8326.36902869757
2020-06-12,9557.12,9278.88,9232.51,9465.13,50119.066932,472007894.375675,9656.894285714285,9510.420999999998,8819.84,8205.917833333333,8338.474966887417
2020-06-13,9494.73,9464.96,9351.0,9473.34,27759.784851,261673162.258472,9629.328571428572,9548.071,8863.250666666667,8198.659333333333,8350.584304635762
2020-06-14,9480.99,9473.34,9245.0,9342.1,30055.506608,282131272.380066,9571.487142857144,9570.1585,8908.598333333333,8193.970833333333,8362.342737306844
2020-06-15,9495.0,9342.1,8910.45,9426.02,86107.924707,793518842.550984,9520.631428571429,9599.4005,8947.333,8189.877083333334,8374.225695364239
2020-06-16,9589.0,9426.05,9373.09,9525.59,52052.446927,494458269.139791,9485.368571428571,9615.4765,8988.967,8188.373666666666,8386.466203090507
2020-06-17,9565.0,9526.97,9236.61,9465.14,48046.411152,453209812.225781,9425.388571428572,9609.939,9025.909333333333,8182.5439166666665,8398.559381898454
2020-06-18,9489.0,9465.13,9280.0,9386.32,37381.953765,351649555.072539,9440.52,9607.9015,9063.668999999998,8180.815,8410.436445916115
2020-06-19,9438.3,9386.32,9215.79,9310.23,45330.983673,423086965.192738,9418.391428571427,9588.526999999998,9105.059000000001,8178.430083333334,8422.176070640176
2020-06-20,9395.0,9310.23,9170.95,9358.95,30329.065384,282120360.556753,9402.050000000001,9584.061,9147.018666666667,8175.7792500000005,8434.146997792495
2020-06-21,9422.0,9358.95,9281.54,9294.69,24316.926234,227467940.610211,9395.277142857143,9538.757,9183.177833333333,8172.811166666667,8445.948631346579
2020-06-22,9780.0,9294.69,9277.09,9685.69,57895.468343,550995799.06947,9432.372857142856,9547.139500000001,9219.8995,8170.721916666666,8458.41582781457
2020-06-23,9720.0,9685.69,9577.03,9624.89,41031.02938,395487616.460878,9446.558571428572,9545.072,9255.231,8170.461583333334,8470.771412803533
2020-06-24,9670.0,9624.33,9208.0,9296.49,61571.561464,579426702.796682,9422.465714285716,9520.4435,9284.528,8170.300333333334,8482.235518763797
2020-06-25,9340.0,9298.33,9009.69,9249.49,55831.619156,514396747.404783,9402.91857142857,9501.859999999999,9310.467833333332,8174.169,8493.58766004415
2020-06-26,9298.0,9249.49,9045.45,9162.21,50292.298277,461347064.829503,9381.772857142858,9476.655499999999,9333.594333333333,8176.994,8504.753796909492
2020-06-27,9196.24,9162.21,8833.0,9012.0,46290.930113,419606802.237201,9332.208571428573,9439.905999999999,9354.811333333333,8179.653083333334,8515.498697571744
2020-06-28,9191.0,9012.0,8948.06,9116.35,30688.176421,278721674.922111,9306.73142857143,9406.623,9360.441,8184.592583333334,8524.900596026491
2020-06-29,9238.0,9116.16,9024.67,9192.56,42120.293261,384206326.47068,9236.284285714286,9377.6295,9369.983666666667,8190.09825,8534.304481236204
2020-06-30,9199.66,9198.47,9063.2,9132.51,52.005473,475443.2335411,9165.944285714286,9340.005000000001,9375.076166666666,8191.908833333333,8543.650728476821
2020-07-01,9289.52,9132.29,9090.31,9231.97,90.950834,837295.18761981,9156.727142857142,9337.5835,9379.408166666666,8195.841333333334,8552.981898454747
2020-07-02,9257.75,9232.35,8948.28,9085.99,107.69768,978980.22931847,9133.369999999999,9318.6265,9382.605333333333,8198.634,8561.904856512141
2020-07-03,9121.51,9080.24,9042.4,9058.26,38.005977,345535.51917178,9118.52,9297.872500000001,9385.710333333333,8198.663833333332,8570.48761589404
2020-07-04,9191.9,9056.63,9043.13,9139.68,64.979986,592539.84035128,9136.76,9287.7515,9387.6745,8198.728833333333,8579.10302428256
2020-07-05,9141.86,9137.3,8909.4,9075.83,84.816948,766231.9721039,9130.971428571427,9270.242000000002,9386.556333333334,8200.304833333334,8587.76931567329
2020-07-06,9369.88,9067.38,9056.59,9344.62,114.066302,1053996.81305291,9152.694285714286,9261.1935,9375.859999999999,8211.206166666667,8596.679624724062
2020-07-07,9377.18,9344.15,9206.54,9258.09,52.013121,482169.76838674,9170.634285714286,9250.841,9366.828,8222.192,8606.041037527593
2020-07-08,9464.26,9262.19,9233.38,9425.13,120.262634,1124957.33715155,9198.228571428572,9252.781500000001,9364.923499999999,8234.993166666665,8615.703554083884
2020-07-09,9440.79,9436.06,9160.0,9232.43,48044.450645,447640493.54433,9219.148571428572,9248.891500000002,9373.417833333333,8245.87675,8624.946843267107
2020-07-10,9317.48,9232.42,9125.0,9288.34,38295.494006,352238898.769483,9252.017142857143,9245.361,9385.531500000001,8283.07475,8634.12353200883
2020-07-11,9299.28,9288.34,9178.25,9234.03,22561.366,208410250.509594,9265.495714285715,9242.328,9392.5855,8313.504166666668,8643.415099337748
2020-07-12,9345.0,9234.02,9157.5,9302.75,30872.702286,285591381.491531,9297.912857142857,9223.181,9392.475166666667,8347.948333333334,8652.52995584989
2020-07-13,9343.82,9303.31,9200.89,9242.62,42740.069115,396614086.79627,9283.341428571428,9204.0675,9383.319166666666,8380.2615,8661.447836644591
2020-07-14,9279.54,9242.61,9113.0,9255.85,45772.552509,421789086.454947,9283.02142857143,9202.0355,9382.309666666666,8415.535249999999,8670.272141280353
2020-07-15,9276.49,9255.85,9160.57,9197.6,39053.579665,360201683.494805,9250.517142857143,9199.441,9379.248499999998,8447.8455,8678.967328918321
2020-07-16,9226.15,9197.6,9047.25,9133.72,43375.571191,395883667.0248,9236.415714285715,9198.016500000002,9370.143166666669,8479.041416666667,8687.448543046357
2020-07-17,9186.83,9133.72,9089.81,9154.32,28054.358741,256360345.576768,9217.27,9205.132500000002,9360.483,8503.974333333334,8696.053796909493
2020-07-18,9219.3,9154.31,9121.1,9170.28,22554.541457,206628105.362789,9208.162857142857,9207.829000000002,9350.3955,8528.657,8704.47132450331
2020-07-19,9232.27,9170.3,9101.35,9208.99,26052.019417,238521988.031326,9194.76857142857,9208.6505,9345.354833333335,8553.840416666666,8712.67370860927
2020-07-20,9221.52,9208.99,9131.0,9160.78,35458.764082,325297289.272658,9183.077142857142,9210.064,9346.890333333335,8581.712000000001,8720.942538631347
2020-07-21,9437.73,9160.78,9152.8,9390.0,60413.582486,563360524.799428,9202.24142857143,9217.9655,9350.557,8606.06775,8730.148057395143
2020-07-22,9544.0,9390.0,9261.0,9518.16,48815.004107,457776105.615571,9248.035714285714,9239.574,9356.207166666665,8629.17975,8739.428543046357
2020-07-23,9664.0,9518.16,9440.33,9603.27,51856.2335,494282948.733682,9315.114285714286,9266.824499999999,9370.922666666667,8653.561749999999,8748.937549668874
2020-07-24,9637.0,9603.27,9463.44,9537.8,43931.136205,419240263.521828,9369.897142857142,9286.730500000001,9381.546833333334,8676.89875,8758.27591611479
2020-07-25,9732.9,9538.1,9513.0,9700.42,40679.545416,391431695.716822,9445.631428571429,9317.96,9395.8675,8704.743,8768.12642384106
2020-07-26,10111.0,9700.42,9650.0,9931.54,65279.269319,644607634.481777,9548.852857142858,9347.306,9407.992,8735.533749999999,8778.30463576159
2020-07-27,11394.86,9931.54,9917.21,11029.96,150188.933144,1580355372.09918,9815.878571428571,9435.8995,9432.2265,8778.438250000001,8790.769889624724
2020-07-28,11242.23,11029.96,10565.0,10906.27,97267.734187,1065375500.18919,10032.488571428572,9509.9565,9456.879833333332,8816.037333333334,8802.720000000001
2020-07-29,11342.82,10906.27,10812.0,11100.53,76838.094233,853242253.615824,10258.541428571427,9603.3615,9480.26,8855.121416666667,8814.48123620309
2020-07-30,11170.0,11100.52,10831.0,11099.61,60794.826456,669779541.887284,10472.304285714286,9693.925,9507.782333333333,8892.2605,8826.115143487857
2020-07-31,11444.0,11099.79,10960.0,11335.46,70063.660974,786344325.855231,10729.112857142856,9798.9965,9526.693833333333,8930.10525,8838.388520971303
2020-08-01,11861.0,11335.46,11220.0,11801.17,85087.485126,987817017.318633,11029.220000000001,9923.9175,9564.746000000001,8972.330833333333,8851.751390728477
2020-08-02,12123.46,11801.17,10518.5,11071.35,97553.077604,1105757335.52816,11192.05,10015.354000000001,9588.1645,9007.4505,8863.285629139073
2020-08-03,11473.0,11071.36,10936.0,11219.81,56931.841475,641127593.261452,11219.171428571428,10113.552,9612.010333333334,9044.509083333332,8874.836445916115
2020-08-04,11414.98,11219.68,11000.0,11191.97,58629.113709,658084242.679722,11259.985714285713,10213.2705,9638.190499999999,9076.693000000001,8885.835982339957
2020-08-05,11780.93,11191.99,11093.0,11744.91,74970.256852,861433645.42444,11352.039999999999,10343.83,9672.834,9114.589583333332,8897.693774834437
2020-08-06,11900.0,11744.91,11562.5,11762.46,63529.08502,746479211.715595,11446.732857142855,10474.237,9706.425166666666,9151.266083333332,8908.03867549669
2020-08-07,11909.94,11762.47,11322.0,11594.23,65755.926022,767005529.282121,11483.7,10595.4345,9736.628833333332,9187.188499999998,8918.252626931568
2020-08-08,11808.27,11594.36,11512.0,11761.41,41858.16104,489087264.360281,11478.02,10723.055499999999,9769.778499999999,9228.042583333334,8927.017969094923
2020-08-09,11797.11,11761.02,11521.97,11681.68,41493.067342,483708602.89638,11565.210000000001,10849.1005,9799.723166666667,9268.083,8935.26105960265
2020-08-10,12067.35,11681.69,11450.0,11892.92,84952.337887,1009169063.38321,11661.368571428571,10974.2465,9843.265166666666,9309.659083333332,8943.479713024282
2020-08-11,11935.0,11892.9,11125.0,11392.08,90748.284634,1049615697.13794,11689.955714285714,11067.942500000001,9875.381,9347.6105,8951.26225165563
2020-08-12,11617.52,11392.09,11150.0,11564.33,64909.613644,743303608.099983,11664.158571428572,11165.9955,9910.230833333333,9386.74075,8960.553796909493
2020-08-13,11792.96,11564.34,11270.36,11780.0,70132.491502,809611114.213248,11666.664285714287,11278.1055,9950.8625,9429.730416666667,8970.537350993378
2020-08-14,11850.0,11779.77,11634.03,11760.54,59818.852697,702273220.696416,11690.422857142856,11381.1115,9989.771166666667,9468.552083333334,8978.510993377484
2020-08-15,11980.0,11760.55,11680.0,11852.4,56237.90505,667446824.06413,11703.42142857143,11477.1545,10028.551333333335,9508.759166666667,8987.151721854305
2020-08-16,11931.72,11852.4,11686.0,11911.0,41368.236906,489731524.636944,11736.18142857143,11521.2065,10069.315666666667,9547.6125,8995.99527593819
2020-08-17,12468.0,11910.99,11769.78,12281.13,84734.21154,1026883452.89477,11791.64,11589.949499999999,10117.5625,9590.615749999999,9006.266136865343
2020-08-18,12387.77,12281.15,11817.93,11945.01,75923.835527,920402307.17681,11870.630000000001,11632.1735,10161.475499999999,9633.26725,9015.302560706401
2020-08-19,12020.08,11945.1,11561.0,11754.59,73940.169606,870612801.529569,11897.81,11664.9225,10201.402833333334,9674.21075,9023.668388520971
2020-08-20,11888.0,11754.38,11668.0,11853.55,46085.254351,543576025.048511,11908.317142857142,11690.827000000001,10244.0505,9713.614166666668,9032.11902869757
2020-08-21,11878.0,11853.54,11485.81,11531.34,64448.306142,755451999.654091,11875.574285714287,11677.3355,10274.811333333335,9747.355416666665,9038.558123620309
2020-08-22,11686.0,11531.23,11376.81,11662.96,43678.701646,504305451.410864,11848.511428571426,11706.916,10308.779166666667,9782.005083333332,9044.974547461368
2020-08-23,11718.07,11663.51,11514.13,11648.13,37900.00469,440406018.651879,11810.95857142857,11728.331999999999,10347.973166666667,9816.250583333334,9051.448035320089
2020-08-24,11824.9,11648.12,11585.09,11748.2,46212.391867,542298951.538298,11734.825714285715,11756.1435,10389.618333333334,9850.043083333332,9058.296865342163
2020-08-25,11767.85,11748.19,11117.64,11318.42,69590.923272,797034671.64528,11645.312857142855,11734.819,10425.555166666667,9879.57475,9065.027284768212
2020-08-26,11539.32,11318.42,11244.0,11461.43,53998.231231,615452789.967338,11603.432857142858,11719.7675,10466.378999999999,9910.595166666668,9071.443245033113
2020-08-27,11592.2,11461.42,11125.0,11330.38,63246.036383,717474981.664012,11528.694285714284,11706.575,10503.279499999999,9931.86025,9077.594039735099
2020-08-28,11542.65,11330.38,11276.89,11526.91,45953.908365,525606229.654251,11528.061428571427,11694.85,10542.185333333333,9956.0845,9083.77710816777
2020-08-29,11580.02,11526.9,11417.04,11465.84,32973.7992,379228275.270722,11499.901428571427,11684.057999999999,10581.074166666665,9978.075166666667,9091.17229580574
2020-08-30,11719.0,11465.84,11458.0,11711.16,43177.879054,501375342.935039,11508.905714285715,11674.97,10622.394,10000.901083333334,9100.055584988962
2020-08-31,11800.77,11711.17,11570.0,11649.51,55353.617744,646723855.571454,11494.807142857144,11687.841499999999,10665.119333333334,10023.862333333334,9108.60527593819
2020-09-01,12050.85,11649.51,11515.0,11921.97,78148.193668,928047313.488967,11581.028571428573,11705.7235,10712.847833333333,10049.279083333333,9117.733907284768
2020-09-02,11954.57,11921.97,11160.1,11388.54,87221.845602,1005391012.13388,11570.615714285714,11686.1505,10750.328833333333,10069.001666666667,9125.25710816777
2020-09-03,11462.6,11388.54,9960.8,10140.85,121950.106015,1325106403.31587,11400.682857142858,11605.166000000001,10768.079166666666,10077.317749999998,9130.217880794702
2020-09-04,10627.05,10138.29,9875.5,10446.25,92733.599113,959925718.351276,11246.302857142859,11534.8585,10786.439666666667,10081.149833333333,9136.43889624724
2020-09-05,10565.68,10446.25,9825.0,10166.69,90001.605568,917578408.876118,11060.710000000001,11447.643,10801.583000000002,10084.2055,9141.25995584989
2020-09-06,10347.14,10166.69,9994.86,10256.2,56368.788815,574903000.235174,10852.858571428573,11346.396499999999,10815.434166666668,10090.178833333335,9146.494613686535
2020-09-07,10410.75,10255.89,9875.0,10373.44,62620.230676,634278537.81511,10670.562857142857,11267.818,10834.451000000001,10103.934416666667,9151.452229580575
2020-09-08,10438.0,10373.45,9850.0,10126.65,73491.878418,742947901.971239,10414.08857142857,11186.420999999998,10848.422833333334,10116.977166666667,9155.664392935982
2020-09-09,10343.0,10126.66,9981.01,10219.2,49347.113776,503082625.214791,10247.039999999999,11104.7035,10864.842333333334,10128.713916666666,9159.128410596026
2020-09-10,10483.35,10219.29,10070.83,10336.87,58253.75375,602390078.492281,10275.042857142858,11044.98,10882.077666666668,10137.276416666666,9162.501854304635
2020-09-11,10397.6,10336.86,10200.0,10387.89,43830.254467,451241002.660336,10266.705714285714,10981.2265,10901.165500000001,10142.242333333332,9165.668653421633
2020-09-12,10477.97,10387.89,10269.25,10440.92,35379.153096,366912671.443727,10305.881428571429,10920.866,10920.916666666666,10151.613166666668,9168.15642384106
2020-09-13,10580.11,10440.67,10200.0,10332.83,43837.609865,455338605.329149,10316.828571428572,10850.0975,10939.837166666668,10159.542833333333,9170.918631346578
2020-09-14,10750.0,10332.84,10212.34,10671.77,67059.291361,706175591.386613,10359.447142857143,10817.765000000001,10965.471333333331,10167.80725,9174.045077262694
2020-09-15,10930.04,10671.77,10606.48,10785.31,61822.452786,666457161.149138,10453.54142857143,10783.958999999999,10992.6545,10176.56875,9176.844613686533
2020-09-16,11093.0,10785.23,10661.22,10954.01,64991.51244,708644989.48307,10558.514285714287,10765.1405,11022.383333333333,10186.389416666667,9178.59770419426
2020-09-17,11045.46,10954.01,10745.83,10939.99,55601.614529,605010288.779925,10644.674285714285,10735.7945,11051.233333333334,10198.294083333334,9179.062362030905
2020-09-18,11038.03,10940.0,10812.84,10933.39,47266.728275,516147935.669228,10722.602857142858,10709.172,11080.776833333333,10213.833583333331,9179.122671081679
2020-09-19,11179.79,10933.4,10887.37,11080.65,38440.036858,423651901.15773,10813.992857142857,10677.6465,11108.954333333333,10229.755666666666,9179.17578366446
2020-09-20,11080.64,11080.64,10723.0,10920.28,39157.922565,426815210.755512,10897.914285714285,10641.185000000001,11132.323,10244.265083333334,9177.187748344371
2020-09-21,10988.86,10920.28,10296.35,10417.22,70683.431179,751020795.235884,10861.55,10565.9475,11145.888833333334,10258.40575,9171.279183222958
